,name,Component,price,type,form_factor,speed,modules,price_per_gb,color,first_word_latency,cas_latency,capacity,cache,interface,mode,max_memory,channels,digital_audio,snr,sample_rate,chipset,Unnamed: 0,bd,dvd,cd,bd_write,dvd_write,cd_write,rpm,noise_level,size,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio,tracking_method,connection_type,max_dpi,hand_orientation,capacity_w,capacity_va,efficiency,wattage,modular,airflow,pwm,channel_wattage,configuration,frequency_response,amount,socket,memory_slots,core_count,core_clock,boost_clock,tdp,graphics,smt,microphone,wireless,enclosure_type,style,switches,backlit,tenkeyless,protocol,psu,side_panel,external_volume,internal_35_bays,memory,length,resolutions,connection,focus_type,os,fov
54593,MSI GeForce RTX 2070 SUPER VENTUS GP OC,video-card,679.0,,,,,,Silver / Black,,,,,,,,,,,,GeForce RTX 2070 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.0,1785.0,,,,,,,,,,,,,,,,8.0,258.0,,,,,
54595,Asus ROG STRIX GAMING,video-card,2049.99,,,,,,White,,,,,,,,,,,,GeForce RTX 4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.0,2550.0,,,,,,,,,,,,,,,,24.0,358.0,,,,,
54596,Gigabyte AORUS XTREME WATERFORCE,video-card,2199.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.0,,,,,,,,,,,,,,,,,24.0,238.0,,,,,
54597,MSI GTX 1050 Ti 4GT OC,video-card,263.89,,,,,,Black / White,,,,,,,,,,,,GeForce GTX 1050 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.0,1455.0,,,,,,,,,,,,,,,,4.0,215.0,,,,,
54598,MSI VENTUS 2X OC,video-card,815.0,,,,,,White / Silver,,,,,,,,,,,,GeForce RTX 4070 Ti SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.0,2655.0,,,,,,,,,,,,,,,,16.0,242.0,,,,,
54599,Gigabyte EAGLE OC,video-card,610.0,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1770.0,,,,,,,,,,,,,,,,8.0,282.0,,,,,
54600,Zotac GAMING SOLO,video-card,289.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.0,2460.0,,,,,,,,,,,,,,,,8.0,163.0,,,,,
54601,Asus TUF GAMING OC,video-card,685.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,2595.0,,,,,,,,,,,,,,,,12.0,301.0,,,,,
54602,Asus TUF GAMING OC,video-card,749.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7900 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,20.0,353.0,,,,,
54603,ASRock Intel Arc A380 Challenger ITX,video-card,109.99,,,,,,Black,,,,,,,,,,,,Arc A380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,,,,,,,,,,,,,,,,,6.0,190.0,,,,,
54604,MSI GAMING X SLIM,video-card,519.99,,,,,,White,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2685.0,,,,,,,,,,,,,,,,16.0,307.0,,,,,
54607,Asus DUAL OC,video-card,399.99,,,,,,White,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2595.0,,,,,,,,,,,,,,,,8.0,227.0,,,,,
54608,PowerColor Fighter,video-card,329.99,,,,,,Black,,,,,,,,,,,,Radeon RX 6750 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0,2600.0,,,,,,,,,,,,,,,,12.0,230.0,,,,,
54609,PowerColor Hellhound OC,video-card,579.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7900 GRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.0,2366.0,,,,,,,,,,,,,,,,16.0,332.0,,,,,
54610,Asus ROG STRIX OC,video-card,389.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.0,2700.0,,,,,,,,,,,,,,,,8.0,311.0,,,,,
54611,PowerColor Fighter OC,video-card,399.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7700 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,2584.0,,,,,,,,,,,,,,,,12.0,290.0,,,,,
54612,Asus DUAL,video-card,529.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475.0,2505.0,,,,,,,,,,,,,,,,12.0,267.0,,,,,
54614,Gigabyte AERO OC,video-card,839.99,,,,,,White / Silver,,,,,,,,,,,,GeForce RTX 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,2565.0,,,,,,,,,,,,,,,,12.0,300.0,,,,,
54615,PNY VERTO,video-card,549.87,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,2475.0,,,,,,,,,,,,,,,,12.0,247.0,,,,,
54616,MSI VENTUS 2X OC,video-card,709.99,,,,,,Silver / Black,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2655.0,,,,,,,,,,,,,,,,12.0,242.0,,,,,
54617,XFX Speedster MERC 319,video-card,779.99,,,,,,Black,,,,,,,,,,,,Radeon RX 6950 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,2368.0,,,,,,,,,,,,,,,,16.0,340.0,,,,,
54618,Sapphire NITRO+,video-card,599.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7900 GRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.0,2391.0,,,,,,,,,,,,,,,,16.0,320.0,,,,,
54619,MSI GAMING X SLIM,video-card,459.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2685.0,,,,,,,,,,,,,,,,16.0,307.0,,,,,
54620,PNY VERTO OC,video-card,599.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,2490.0,,,,,,,,,,,,,,,,12.0,247.0,,,,,
54621,ASRock Steel Legend OC,video-card,269.99,,,,,,White,,,,,,,,,,,,Radeon RX 7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.0,2725.0,,,,,,,,,,,,,,,,8.0,303.0,,,,,
54622,MSI GAMING X,video-card,294.95,,,,,,Black,,,,,,,,,,,,GeForce GTX 1660 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.0,1830.0,,,,,,,,,,,,,,,,6.0,247.0,,,,,
54623,XFX Speedster MERC 319 CORE,video-card,699.99,,,,,,Black / Silver,,,,,,,,,,,,Radeon RX 6800 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,2250.0,,,,,,,,,,,,,,,,16.0,340.0,,,,,
54624,Gigabyte GAMING OC,video-card,589.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,2565.0,,,,,,,,,,,,,,,,12.0,300.0,,,,,
54626,Asus ROG STRIX GAMING OC,video-card,909.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2790.0,,,,,,,,,,,,,,,,12.0,336.0,,,,,
54627,Gigabyte AORUS MASTER,video-card,1239.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4080 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210.0,2625.0,,,,,,,,,,,,,,,,16.0,357.0,,,,,
54628,Gigabyte GAMING OC,video-card,603.89,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1815.0,,,,,,,,,,,,,,,,8.0,286.0,,,,,
54630,Gigabyte GAMING OC,video-card,499.0,,,,,,Black,,,,,,,,,,,,Radeon RX 5700 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,1905.0,,,,,,,,,,,,,,,,8.0,280.0,,,,,
54631,Asus DUAL OC V2,video-card,279.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.0,2715.0,,,,,,,,,,,,,,,,8.0,245.0,,,,,
54632,Zotac GAMING Twin Edge OC,video-card,524.99,,,,,,White,,,,,,,,,,,,GeForce RTX 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,2490.0,,,,,,,,,,,,,,,,12.0,226.0,,,,,
54633,Asus DUAL Advanced,video-card,573.52,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2580.0,,,,,,,,,,,,,,,,16.0,227.0,,,,,
54635,MSI VENTUS 3X E OC,video-card,2149.98,,,,,,Silver / Black,,,,,,,,,,,,GeForce RTX 4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.0,2565.0,,,,,,,,,,,,,,,,24.0,322.0,,,,,
54636,Zotac GAMING Twin Edge OC,video-card,347.95,,,,,,Black,,,,,,,,,,,,GeForce RTX 3060 12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,1807.0,,,,,,,,,,,,,,,,12.0,224.0,,,,,
54637,NVIDIA Founders Edition,video-card,369.0,,,,,,Silver,,,,,,,,,,,,GeForce RTX 2060 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.0,1650.0,,,,,,,,,,,,,,,,8.0,229.0,,,,,
54638,Palit Dual,video-card,713.34,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,2475.0,,,,,,,,,,,,,,,,12.0,269.0,,,,,
54639,Gigabyte WINDFORCE OC,video-card,424.92,,,,,,Black,,,,,,,,,,,,GeForce RTX 3060 12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,1792.0,,,,,,,,,,,,,,,,12.0,198.0,,,,,
54640,PNY VERTO,video-card,299.68,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.0,2460.0,,,,,,,,,,,,,,,,8.0,210.0,,,,,
54641,Asus GT730-4H-SL-2GD5,video-card,114.93,,,,,,Blue,,,,,,,,,,,,GeForce GT 730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.0,927.0,,,,,,,,,,,,,,,,2.0,148.0,,,,,
54643,Asus TUF GAMING OC,video-card,599.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 3060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,1785.0,,,,,,,,,,,,,,,,8.0,302.0,,,,,
54644,ASRock Taichi OC,video-card,1223.49,,,,,,Black,,,,,,,,,,,,Radeon RX 7900 XTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,2680.0,,,,,,,,,,,,,,,,24.0,345.0,,,,,
54645,XFX Speedster QICK 319 Core,video-card,309.99,,,,,,Black / Silver,,,,,,,,,,,,Radeon RX 6750 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0,2600.0,,,,,,,,,,,,,,,,12.0,323.0,,,,,
54646,MSI GAMING X SLIM,video-card,3037.13,,,,,,Black,,,,,,,,,,,,GeForce RTX 4080 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210.0,2625.0,,,,,,,,,,,,,,,,16.0,322.0,,,,,
54647,Gigabyte AORUS MASTER,video-card,2049.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.0,,,,,,,,,,,,,,,,,24.0,358.0,,,,,
54649,Asus TUF GAMING OC,video-card,535.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1845.0,,,,,,,,,,,,,,,,8.0,300.0,,,,,
54650,MSI GAMING X SLIM,video-card,769.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2745.0,,,,,,,,,,,,,,,,12.0,307.0,,,,,
54651,Sapphire PULSE,video-card,339.99,,,,,,Red / Black,,,,,,,,,,,,Radeon RX 6750 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0,2618.0,,,,,,,,,,,,,,,,12.0,280.0,,,,,
54652,Asus TUF GAMING OC,video-card,369.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7600 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.0,2830.0,,,,,,,,,,,,,,,,16.0,300.0,,,,,
54653,MSI VENTUS 3X E OC,video-card,689.99,,,,,,Silver / Black,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2655.0,,,,,,,,,,,,,,,,12.0,308.0,,,,,
54654,EVGA XC GAMING,video-card,549.95,,,,,,Black,,,,,,,,,,,,GeForce RTX 3060 12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,1882.0,,,,,,,,,,,,,,,,12.0,202.0,,,,,
54655,ASRock Phantom Gaming OC,video-card,299.99,,,,,,Black,,,,,,,,,,,,Arc A770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,,,16.0,305.0,,,,,
54656,Asus ROG STRIX GAMING OC,video-card,749.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,2670.0,,,,,,,,,,,,,,,,12.0,339.0,,,,,
54657,PowerColor Red Devil OC,video-card,519.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7800 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.0,2565.0,,,,,,,,,,,,,,,,16.0,332.0,,,,,
54658,MSI MECH 2X CLASSIC OC,video-card,249.99,,,,,,Black / Silver,,,,,,,,,,,,Radeon RX 7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.0,2695.0,,,,,,,,,,,,,,,,8.0,235.0,,,,,
54661,Zotac GAMING AMP Extreme AIRO,video-card,1099.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4080 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210.0,2610.0,,,,,,,,,,,,,,,,16.0,356.0,,,,,
54662,XFX Speedster QICK 309,video-card,349.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7600 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.0,2810.0,,,,,,,,,,,,,,,,16.0,302.0,,,,,
54663,PowerColor Fighter OC,video-card,509.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7800 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.0,2475.0,,,,,,,,,,,,,,,,16.0,290.0,,,,,
54664,Zotac GAMING Twin Fan,video-card,227.0,,,,,,Black,,,,,,,,,,,,GeForce GTX 1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.0,1785.0,,,,,,,,,,,,,,,,6.0,216.0,,,,,
54665,Asus Phoenix GeForce RTX 3060 V2,video-card,289.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 3060 12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,1807.0,,,,,,,,,,,,,,,,12.0,177.0,,,,,
54666,MSI D3H LP,video-card,47.99,,,,,,Black,,,,,,,,,,,,GeForce GT 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.0,,,,,,,,,,,,,,,,,1.0,146.0,,,,,
54667,Gigabyte GAMING OC,video-card,819.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2640.0,,,,,,,,,,,,,,,,12.0,336.0,,,,,
54668,Sparkle ORC OC,video-card,259.81,,,,,,Blue / Black,,,,,,,,,,,,Arc A750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.0,2200.0,,,,,,,,,,,,,,,,8.0,222.0,,,,,
54669,EVGA FTW3 ULTRA GAMING LE iCX3,video-card,1175.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 3080 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.0,1800.0,,,,,,,,,,,,,,,,12.0,300.0,,,,,
54670,ASRock Challenger D OC,video-card,299.99,,,,,,Black / Yellow,,,,,,,,,,,,Radeon RX 5700 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,1905.0,,,,,,,,,,,,,,,,8.0,281.0,,,,,
54671,Gigabyte EAGLE OC,video-card,629.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,2535.0,,,,,,,,,,,,,,,,12.0,261.0,,,,,
54673,Gigabyte GAMING OC,video-card,715.9,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 3070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.0,1830.0,,,,,,,,,,,,,,,,8.0,320.0,,,,,
54674,Asus ProArt OC,video-card,879.99,,,,,,Black / Gold,,,,,,,,,,,,GeForce RTX 4070 Ti SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.0,2670.0,,,,,,,,,,,,,,,,16.0,300.0,,,,,
54675,MSI GT 710 2GD3 LP,video-card,51.0,,,,,,Black,,,,,,,,,,,,GeForce GT 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.0,,,,,,,,,,,,,,,,,2.0,146.0,,,,,
54677,Asus ROG STRIX GAMING OC,video-card,699.99,,,,,,Black / Red,,,,,,,,,,,,GeForce RTX 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,2640.0,,,,,,,,,,,,,,,,12.0,339.0,,,,,
54678,MSI GeForce GTX 1650 SUPER,video-card,299.95,,,,,,Black / Silver,,,,,,,,,,,,GeForce GTX 1650 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.0,1755.0,,,,,,,,,,,,,,,,4.0,248.0,,,,,
54679,PowerColor Fighter OC,video-card,559.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7900 GRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.0,2293.0,,,,,,,,,,,,,,,,16.0,303.0,,,,,
54681,Asus ROG STRIX GAMING OC,video-card,1683.48,,,,,,Black / Red,,,,,,,,,,,,GeForce RTX 4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205.0,2655.0,,,,,,,,,,,,,,,,16.0,358.0,,,,,
54683,Asus DUAL OC,video-card,499.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2625.0,,,,,,,,,,,,,,,,16.0,227.0,,,,,
54685,Gigabyte EAGLE OC Rev 2.0,video-card,389.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 3070 LHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1770.0,,,,,,,,,,,,,,,,8.0,282.0,,,,,
54686,Gigabyte WINDFORCE OC Rev 2.0,video-card,477.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 3060 12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,1792.0,,,,,,,,,,,,,,,,12.0,198.0,,,,,
54687,Zotac Twin Edge OC,video-card,299.99,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.0,2475.0,,,,,,,,,,,,,,,,8.0,221.0,,,,,
54688,PNY VERTO,video-card,1799.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.0,2520.0,,,,,,,,,,,,,,,,24.0,337.0,,,,,
54689,Asus TUF GAMING,video-card,909.52,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2640.0,,,,,,,,,,,,,,,,12.0,305.0,,,,,
54690,MSI GAMING X SLIM,video-card,863.53,,,,,,White,,,,,,,,,,,,GeForce RTX 4070 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,2655.0,,,,,,,,,,,,,,,,12.0,307.0,,,,,
54691,Gigabyte WINDFORCE OC,video-card,390.99,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2550.0,,,,,,,,,,,,,,,,8.0,201.0,,,,,
54692,Gigabyte EAGLE,video-card,225.0,,,,,,Black,,,,,,,,,,,,Radeon RX 6500 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2815.0,,,,,,,,,,,,,,,,4.0,192.0,,,,,
54694,Asus GT1030-2G-CSM,video-card,104.75,,,,,,Black / Blue,,,,,,,,,,,,GeForce GT 1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.0,1506.0,,,,,,,,,,,,,,,,2.0,173.0,,,,,
54695,MSI RTX 3070 GAMING X TRIO,video-card,849.0,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1830.0,,,,,,,,,,,,,,,,8.0,323.0,,,,,
54696,Gigabyte Vision OC,video-card,799.99,,,,,,Silver,,,,,,,,,,,,GeForce RTX 3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1815.0,,,,,,,,,,,,,,,,8.0,286.0,,,,,
54698,PowerColor Red Dragon OC,video-card,698.0,,,,,,Black,,,,,,,,,,,,Radeon RX 6800 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,2310.0,,,,,,,,,,,,,,,,16.0,310.0,,,,,
54699,Gigabyte EAGLE OC,video-card,283.57,,,,,,Black,,,,,,,,,,,,GeForce RTX 3050 6GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.0,1500.0,,,,,,,,,,,,,,,,6.0,192.0,,,,,
54700,Gigabyte GAMING OC,video-card,419.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,,,,,,,,,,,,,,,,,8.0,281.0,,,,,
54702,Asus STRIX GAMING OC,video-card,979.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 2080 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,1665.0,,,,,,,,,,,,,,,,11.0,305.0,,,,,
54703,MSI RX 6600 XT MECH 2X 8G OC,video-card,505.14,,,,,,Black / Silver,,,,,,,,,,,,Radeon RX 6600 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0,2602.0,,,,,,,,,,,,,,,,8.0,235.0,,,,,
54705,MSI MECH 2X OC,video-card,174.99,,,,,,Black / Silver,,,,,,,,,,,,Radeon RX 6500 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2825.0,,,,,,,,,,,,,,,,4.0,172.0,,,,,
54706,Gigabyte WINDFORCE 2X OC,video-card,549.99,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475.0,2490.0,,,,,,,,,,,,,,,,12.0,201.0,,,,,
54707,ASRock Low Profile,video-card,113.99,,,,,,Black,,,,,,,,,,,,Arc A380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,6.0,169.0,,,,,
54708,PNY VERTO,video-card,389.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2535.0,,,,,,,,,,,,,,,,8.0,245.0,,,,,
54709,MSI GAMING X,video-card,170.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 3050 6GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.0,1507.0,,,,,,,,,,,,,,,,6.0,205.0,,,,,
54710,NVIDIA Founders Edition,video-card,756.48,,,,,,Silver,,,,,,,,,,,,GeForce RTX 2070 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.0,1770.0,,,,,,,,,,,,,,,,8.0,267.0,,,,,
54711,Gigabyte GV-N1030D4-2GL,video-card,64.98,,,,,,Black,,,,,,,,,,,,GeForce GT 1030 DDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.0,1417.0,,,,,,,,,,,,,,,,2.0,150.0,,,,,
54712,MSI Ventus XS OCV1,video-card,209.0,,,,,,Black / Silver,,,,,,,,,,,,GeForce GTX 1650 G6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,1620.0,,,,,,,,,,,,,,,,4.0,179.0,,,,,
54713,EVGA KO ULTRA GAMING,video-card,324.2,,,,,,Black,,,,,,,,,,,,GeForce RTX 2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.0,1755.0,,,,,,,,,,,,,,,,6.0,202.0,,,,,
54714,Sapphire NITRO+,video-card,964.99,,,,,,Silver / Black,,,,,,,,,,,,Radeon RX 7900 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2560.0,,,,,,,,,,,,,,,,20.0,320.0,,,,,
54716,Zotac GAMING Twin Edge OC,video-card,649.9,,,,,,Black,,,,,,,,,,,,GeForce RTX 3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1755.0,,,,,,,,,,,,,,,,8.0,232.0,,,,,
54717,Sapphire PURE,video-card,1072.99,,,,,,White,,,,,,,,,,,,Radeon RX 7900 GRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.0,2333.0,,,,,,,,,,,,,,,,16.0,320.0,,,,,
54718,Asus DUAL,video-card,279.0,,,,,,Black / Silver,,,,,,,,,,,,Radeon RX 6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.0,2491.0,,,,,,,,,,,,,,,,8.0,243.0,,,,,
