,name,Component,price,type,form_factor,speed,modules,price_per_gb,color,first_word_latency,cas_latency,capacity,cache,interface,mode,max_memory,channels,digital_audio,snr,sample_rate,chipset,Unnamed: 0,bd,dvd,cd,bd_write,dvd_write,cd_write,rpm,noise_level,size,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio,tracking_method,connection_type,max_dpi,hand_orientation,capacity_w,capacity_va,efficiency,wattage,modular,airflow,pwm,channel_wattage,configuration,frequency_response,amount,socket,memory_slots,core_count,core_clock,boost_clock,tdp,graphics,smt,microphone,wireless,enclosure_type,style,switches,backlit,tenkeyless,protocol,psu,side_panel,external_volume,internal_35_bays,memory,length,resolutions,connection,focus_type,os,fov
54719,MSI VENTUS 2X OC,video-card,807.52,,,,,,White / Silver,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2655.0,,,,,,,,,,,,,,,,12.0,242.0,,,,,
54723,Gigabyte OC,video-card,375.99,,,,,,Black / Gray,,,,,,,,,,,,GeForce GTX 1660 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1800.0,,,,,,,,,,,,,,,,6.0,226.0,,,,,
54724,ASRock Challenger ITX,video-card,124.99,,,,,,Black / Silver,,,,,,,,,,,,Radeon RX 6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923.0,,,,,,,,,,,,,,,,,4.0,162.0,,,,,
54725,Asus TUF GAMING OC,video-card,249.99,,,,,,Black,,,,,,,,,,,,GeForce GTX 1650 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.0,1800.0,,,,,,,,,,,,,,,,4.0,206.0,,,,,
54726,Asus TUF GAMING OC,video-card,439.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2655.0,,,,,,,,,,,,,,,,8.0,300.0,,,,,
54727,Zotac GAMING Twin Edge OC,video-card,419.99,,,,,,White,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2565.0,,,,,,,,,,,,,,,,8.0,226.0,,,,,
54728,Asus ROG STRIX-GTX1070-O8G-GAMING,video-card,579.0,,,,,,Black,,,,,,,,,,,,GeForce GTX 1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.0,1860.0,,,,,,,,,,,,,,,,8.0,298.0,,,,,
54729,Asus DUAL OC,video-card,569.99,,,,,,White,,,,,,,,,,,,GeForce RTX 3060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,1710.0,,,,,,,,,,,,,,,,8.0,230.0,,,,,
54730,MSI GAMING X TRIO,video-card,1600.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205.0,2610.0,,,,,,,,,,,,,,,,16.0,337.0,,,,,
54731,Gigabyte GAMING OC,video-card,921.53,,,,,,Black,,,,,,,,,,,,Radeon RX 7900 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2535.0,,,,,,,,,,,,,,,,20.0,331.0,,,,,
54732,EVGA XC3 ULTRA GAMING,video-card,547.24,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1770.0,,,,,,,,,,,,,,,,8.0,285.0,,,,,
54733,Asus ROG STRIX LC GAMING OC,video-card,3499.99,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.0,2640.0,,,,,,,,,,,,,,,,24.0,293.0,,,,,
54734,Zotac GAMING AMP Holo,video-card,869.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.0,2640.0,,,,,,,,,,,,,,,,16.0,356.0,,,,,
54736,Asus STRIX GAMING OC,video-card,1659.95,,,,,,Black,,,,,,,,,,,,GeForce RTX 3090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.0,1890.0,,,,,,,,,,,,,,,,24.0,318.0,,,,,
54737,Zotac Trinity Black Edition,video-card,629.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,2475.0,,,,,,,,,,,,,,,,12.0,307.0,,,,,
54738,Zotac Twin Edge,video-card,860.42,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,2475.0,,,,,,,,,,,,,,,,12.0,226.0,,,,,
54739,EVGA BLACK GAMING,video-card,1213.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 2080 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,1815.0,,,,,,,,,,,,,,,,8.0,270.0,,,,,
54742,Gigabyte AORUS ELITE,video-card,542.48,,,,,,Black / Gray,,,,,,,,,,,,Radeon RX 6750 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0,2623.0,,,,,,,,,,,,,,,,12.0,296.0,,,,,
54744,Asus TUF GAMING OC,video-card,500.0,,,,,,Black,,,,,,,,,,,,Radeon RX 7700 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,2599.0,,,,,,,,,,,,,,,,12.0,320.0,,,,,
54745,MSI GAMING Z TRIO,video-card,1998.0,,,,,,Black / Gray,,,,,,,,,,,,GeForce RTX 3080 12GB LHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.0,1815.0,,,,,,,,,,,,,,,,12.0,323.0,,,,,
54746,MSI VENTUS 3X OC,video-card,450.47,,,,,,Black / Gray,,,,,,,,,,,,GeForce RTX 3060 Ti LHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,1695.0,,,,,,,,,,,,,,,,8.0,316.0,,,,,
54747,Asus TUF GAMING OC V2,video-card,749.22,,,,,,Black,,,,,,,,,,,,GeForce RTX 3080 10GB LHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,1815.0,,,,,,,,,,,,,,,,10.0,300.0,,,,,
54748,MSI MECH 2X OC,video-card,367.05,,,,,,Silver / Black,,,,,,,,,,,,Radeon RX 6650 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055.0,,,,,,,,,,,,,,,,,8.0,235.0,,,,,
54749,Asus DUAL OC,video-card,459.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7700 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,2599.0,,,,,,,,,,,,,,,,12.0,280.0,,,,,
54751,EVGA FTW3 ULTRA GAMING,video-card,522.38,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1815.0,,,,,,,,,,,,,,,,8.0,300.0,,,,,
54752,ASRock Challenger D,video-card,219.99,,,,,,Black,,,,,,,,,,,,Arc A750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,,,,,,,,,,,,,,,,,8.0,271.0,,,,,
54753,Gigabyte GAMING OC,video-card,259.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 3050 8GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.0,,,,,,,,,,,,,,,,,8.0,282.0,,,,,
54754,Gigabyte AORUS MASTER,video-card,899.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.0,2670.0,,,,,,,,,,,,,,,,16.0,342.0,,,,,
54755,Asus ProArt OC,video-card,599.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,2565.0,,,,,,,,,,,,,,,,12.0,300.0,,,,,
54756,Gigabyte AERO OC,video-card,1489.9,,,,,,White,,,,,,,,,,,,GeForce RTX 4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205.0,2535.0,,,,,,,,,,,,,,,,16.0,342.0,,,,,
54757,Asus DUAL,video-card,512.43,,,,,,White,,,,,,,,,,,,GeForce GTX 1060 6GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.0,1809.0,,,,,,,,,,,,,,,,6.0,242.0,,,,,
54758,Zotac GAMING Twin Edge OC,video-card,532.2,,,,,,Black,,,,,,,,,,,,GeForce RTX 3060 Ti LHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,1695.0,,,,,,,,,,,,,,,,8.0,222.0,,,,,
54759,PNY VERTO,video-card,449.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2535.0,,,,,,,,,,,,,,,,16.0,245.0,,,,,
54760,EVGA SC2,video-card,499.0,,,,,,Silver,,,,,,,,,,,,GeForce GTX 1080 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.0,1670.0,,,,,,,,,,,,,,,,11.0,267.0,,,,,
54761,MSI RX 580 8G,video-card,260.0,,,,,,Black / Red,,,,,,,,,,,,Radeon RX 580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.0,1340.0,,,,,,,,,,,,,,,,8.0,243.0,,,,,
54762,Asus ProArt OC,video-card,849.99,,,,,,Black / Gold,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2760.0,,,,,,,,,,,,,,,,12.0,300.0,,,,,
54764,Asus DUAL OC,video-card,229.91,,,,,,Silver / Black,,,,,,,,,,,,GeForce GTX 1650 G5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.0,1755.0,,,,,,,,,,,,,,,,4.0,204.0,,,,,
54765,Asus DUAL OC,video-card,336.59,,,,,,Black,,,,,,,,,,,,GeForce RTX 3050 8GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.0,1852.0,,,,,,,,,,,,,,,,8.0,200.0,,,,,
54766,Asus ROG STRIX GAMING OC,video-card,1859.9,,,,,,White,,,,,,,,,,,,GeForce RTX 4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205.0,2655.0,,,,,,,,,,,,,,,,16.0,358.0,,,,,
54768,MSI Radeon RX 6900 XT GAMING X TRIO 16G,video-card,1045.52,,,,,,Silver / Black,,,,,,,,,,,,Radeon RX 6900 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,2340.0,,,,,,,,,,,,,,,,16.0,324.0,,,,,
54769,MSI GAMING X TRIO,video-card,869.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2760.0,,,,,,,,,,,,,,,,12.0,337.0,,,,,
54770,ASRock Low Profile,video-card,99.99,,,,,,Black,,,,,,,,,,,,Arc A310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,4.0,169.0,,,,,
54774,Zotac GAMING Trinity OC,video-card,709.99,,,,,,White,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2625.0,,,,,,,,,,,,,,,,12.0,307.0,,,,,
54775,Zotac GAMING AMP,video-card,229.99,,,,,,Black,,,,,,,,,,,,GeForce GTX 1660 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.0,1845.0,,,,,,,,,,,,,,,,6.0,210.0,,,,,
54776,Gigabyte GAMING OC,video-card,1559.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205.0,2535.0,,,,,,,,,,,,,,,,16.0,342.0,,,,,
54777,ASRock Steel Legend OC,video-card,439.99,,,,,,White,,,,,,,,,,,,Radeon RX 7700 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,2599.0,,,,,,,,,,,,,,,,12.0,304.0,,,,,
54778,Zotac GAMING Twin Edge,video-card,553.12,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2535.0,,,,,,,,,,,,,,,,16.0,226.0,,,,,
54780,PNY XLR8 Gaming VERTO EPIC-X RGB OC,video-card,809.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.0,2655.0,,,,,,,,,,,,,,,,16.0,333.0,,,,,
54781,MSI LP OC,video-card,179.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 3050 6GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.0,1492.0,,,,,,,,,,,,,,,,6.0,174.0,,,,,
54782,Zotac Twin Edge OC,video-card,539.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920.0,2490.0,,,,,,,,,,,,,,,,12.0,226.0,,,,,
54784,ASRock Phantom Gaming D,video-card,139.9,,,,,,Black,,,,,,,,,,,,Radeon RX 570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,1244.0,,,,,,,,,,,,,,,,4.0,236.0,,,,,
54785,Asus ROG STRIX GAMING OC,video-card,1349.95,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 3080 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.0,1845.0,,,,,,,,,,,,,,,,12.0,318.0,,,,,
54786,Sapphire PULSE,video-card,139.99,,,,,,Black / Red,,,,,,,,,,,,Radeon RX 6500 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2825.0,,,,,,,,,,,,,,,,4.0,194.0,,,,,
54787,Sparkle ORC OC,video-card,179.99,,,,,,Blue / Black,,,,,,,,,,,,Arc A580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,2000.0,,,,,,,,,,,,,,,,8.0,222.0,,,,,
54788,MSI GT 710 1GD3H LP,video-card,54.56,,,,,,Black,,,,,,,,,,,,GeForce GT 710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.0,,,,,,,,,,,,,,,,,1.0,146.0,,,,,
54789,ASRock Phantom Gaming OC,video-card,529.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7800 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.0,2565.0,,,,,,,,,,,,,,,,16.0,328.0,,,,,
54790,MSI GAMING X,video-card,251.27,,,,,,Black / Red,,,,,,,,,,,,GeForce GTX 1050 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.0,1493.0,,,,,,,,,,,,,,,,4.0,229.0,,,,,
54792,Gigabyte WINDFORCE V2,video-card,1999.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.0,2520.0,,,,,,,,,,,,,,,,24.0,331.0,,,,,
54793,MSI GAMING X SLIM MLG,video-card,659.0,,,,,,Black / Red,,,,,,,,,,,,GeForce RTX 4070 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,2655.0,,,,,,,,,,,,,,,,12.0,307.0,,,,,
54794,Asus Phoenix OC,video-card,243.0,,,,,,Black / White,,,,,,,,,,,,GeForce GTX 1660 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.0,1830.0,,,,,,,,,,,,,,,,6.0,174.0,,,,,
54795,Inno3D Twin X2,video-card,352.18,,,,,,Black,,,,,,,,,,,,GeForce RTX 3060 12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,1777.0,,,,,,,,,,,,,,,,12.0,240.0,,,,,
54797,Gigabyte WINDFORCE,video-card,2399.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.0,2520.0,,,,,,,,,,,,,,,,24.0,331.0,,,,,
54798,Asus ROG STRIX GAMING,video-card,2479.07,,,,,,Black,,,,,,,,,,,,GeForce RTX 4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.0,2550.0,,,,,,,,,,,,,,,,24.0,358.0,,,,,
54799,Gigabyte GAMING OC V2,video-card,809.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2640.0,,,,,,,,,,,,,,,,12.0,300.0,,,,,
54800,MSI GAMING X,video-card,429.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,,,,,,,,,,,,,,,,,8.0,247.0,,,,,
54801,EVGA SC GAMING,video-card,339.99,,,,,,Black / Gray,,,,,,,,,,,,GeForce GTX 1060 6GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.0,1835.0,,,,,,,,,,,,,,,,6.0,173.0,,,,,
54802,Asus TUF GAMING OC V2,video-card,479.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 3060 12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,1882.0,,,,,,,,,,,,,,,,12.0,301.0,,,,,
54804,MSI MECH 2X OC,video-card,598.99,,,,,,Black / Silver,,,,,,,,,,,,Radeon RX 6700 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321.0,,,,,,,,,,,,,,,,,12.0,247.0,,,,,
54806,MSI Radeon RX 5600 XT GAMING MX,video-card,399.99,,,,,,Black / Silver,,,,,,,,,,,,Radeon RX 5600 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.0,1620.0,,,,,,,,,,,,,,,,6.0,297.0,,,,,
54807,NVIDIA Founders Edition,video-card,454.96,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.0,1800.0,,,,,,,,,,,,,,,,8.0,267.0,,,,,
54809,Gigabyte AORUS MASTER,video-card,699.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,2655.0,,,,,,,,,,,,,,,,12.0,342.0,,,,,
54810,Palit Dual,video-card,379.13,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.0,2460.0,,,,,,,,,,,,,,,,8.0,250.0,,,,,
54811,Palit StormX,video-card,374.45,,,,,,Black,,,,,,,,,,,,GeForce RTX 4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.0,2460.0,,,,,,,,,,,,,,,,8.0,170.0,,,,,
54812,Asus DUAL EVO OC,video-card,343.95,,,,,,Black,,,,,,,,,,,,GeForce RTX 2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.0,1785.0,,,,,,,,,,,,,,,,6.0,242.0,,,,,
54813,Gigabyte EAGLE OC,video-card,1500.85,,,,,,Black,,,,,,,,,,,,GeForce RTX 4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205.0,2520.0,,,,,,,,,,,,,,,,16.0,342.0,,,,,
54816,Asus Phoenix,video-card,281.39,,,,,,Black,,,,,,,,,,,,GeForce RTX 3050 8GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.0,1807.0,,,,,,,,,,,,,,,,8.0,177.0,,,,,
54818,PNY XLR8 Gaming VERTO EPIC-X RGB OC,video-card,1099.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4080 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210.0,2595.0,,,,,,,,,,,,,,,,16.0,332.0,,,,,
54819,MSI VENTUS 3X OC,video-card,579.99,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 3070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.0,1800.0,,,,,,,,,,,,,,,,8.0,316.0,,,,,
54821,MSI GAMING X TRIO,video-card,579.99,,,,,,Silver / Black,,,,,,,,,,,,Radeon RX 6750 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0,2623.0,,,,,,,,,,,,,,,,12.0,327.0,,,,,
54823,AMD 100-300000074,video-card,3995.0,,,,,,Black,,,,,,,,,,,,Radeon PRO W7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.0,2495.0,,,,,,,,,,,,,,,,48.0,280.0,,,,,
54824,PNY VERTO,video-card,749.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2610.0,,,,,,,,,,,,,,,,12.0,305.0,,,,,
54826,Zotac GAMING Trinity OC,video-card,709.99,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2625.0,,,,,,,,,,,,,,,,12.0,307.0,,,,,
54827,Gigabyte OC Low Profile,video-card,176.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 3050 6GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.0,1477.0,,,,,,,,,,,,,,,,6.0,181.0,,,,,
54828,NVIDIA Founders Edition,video-card,987.0,,,,,,,,,,,,,,,,,,GeForce RTX 2080 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,1635.0,,,,,,,,,,,,,,,,11.0,267.0,,,,,
54829,Asus DUAL OC,video-card,494.9,,,,,,Black / Silver,,,,,,,,,,,,Radeon RX 6750 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0,2618.0,,,,,,,,,,,,,,,,12.0,295.0,,,,,
54830,MSI GAMING X TRIO,video-card,615.0,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 3070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.0,1830.0,,,,,,,,,,,,,,,,8.0,323.0,,,,,
54831,EVGA SC ULTRA GAMING,video-card,211.0,,,,,,Black,,,,,,,,,,,,GeForce GTX 1660 SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.0,1830.0,,,,,,,,,,,,,,,,6.0,202.0,,,,,
54832,MSI GeForce RTX 3090 TI GAMING X TRIO 24G,video-card,1789.95,,,,,,Black,,,,,,,,,,,,GeForce RTX 3090 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.0,1920.0,,,,,,,,,,,,,,,,24.0,325.0,,,,,
54833,MSI SUPRIM X,video-card,819.99,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 4070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,2790.0,,,,,,,,,,,,,,,,12.0,338.0,,,,,
54834,Gigabyte D6 OC Rev 2.0,video-card,189.71,,,,,,Black / Silver,,,,,,,,,,,,GeForce GTX 1650 G6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,1635.0,,,,,,,,,,,,,,,,4.0,172.0,,,,,
54837,XFX Speedster SWFT 210 Core,video-card,249.99,,,,,,Black,,,,,,,,,,,,Radeon RX 6650 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055.0,2635.0,,,,,,,,,,,,,,,,8.0,241.0,,,,,
54838,Asus ROG STRIX,video-card,598.99,,,,,,Black,,,,,,,,,,,,GeForce GTX 1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.0,1835.0,,,,,,,,,,,,,,,,8.0,298.0,,,,,
54839,Asus STRIX GAMING OC,video-card,675.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,1845.0,,,,,,,,,,,,,,,,8.0,305.0,,,,,
54841,PowerColor Red Devil,video-card,715.04,,,,,,Black,,,,,,,,,,,,Radeon RX 6700 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321.0,2622.0,,,,,,,,,,,,,,,,12.0,320.0,,,,,
54842,Sapphire NITRO+,video-card,459.0,,,,,,Black,,,,,,,,,,,,Radeon RX 580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.0,1411.0,,,,,,,,,,,,,,,,8.0,260.0,,,,,
54844,Asus ROG STRIX GAMING OC,video-card,599.0,,,,,,Black / Silver,,,,,,,,,,,,GeForce RTX 3070 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.0,,,,,,,,,,,,,,,,,8.0,318.0,,,,,
54845,Gigabyte GV-N1030OC-2GI,video-card,109.82,,,,,,Black / Orange,,,,,,,,,,,,GeForce GT 1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.0,1544.0,,,,,,,,,,,,,,,,2.0,168.0,,,,,
54846,MSI GAMING X,video-card,499.99,,,,,,Black / Red,,,,,,,,,,,,GeForce GTX 1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506.0,1797.0,,,,,,,,,,,,,,,,8.0,279.0,,,,,
54847,Asus ProArt OC,video-card,364.99,,,,,,Black / Gold,,,,,,,,,,,,GeForce RTX 4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.0,2580.0,,,,,,,,,,,,,,,,8.0,300.0,,,,,
54848,PNY VCQRTX8000-PB,video-card,3638.96,,,,,,Black / White,,,,,,,,,,,,Quadro RTX 8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.0,1770.0,,,,,,,,,,,,,,,,48.0,267.0,,,,,
54849,MSI Radeon RX 6600 MECH 2X 8G,video-card,387.62,,,,,,Black / Silver,,,,,,,,,,,,Radeon RX 6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.0,2491.0,,,,,,,,,,,,,,,,8.0,235.0,,,,,
54850,Zotac Twin Edge OC,video-card,499.0,,,,,,Black,,,,,,,,,,,,GeForce RTX 3060 Ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,1695.0,,,,,,,,,,,,,,,,8.0,222.0,,,,,
54853,Palit JetStream OC,video-card,1048.42,,,,,,Black,,,,,,,,,,,,GeForce RTX 4070 Ti SUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.0,2640.0,,,,,,,,,,,,,,,,16.0,329.0,,,,,
54854,PowerColor Hellhound OC,video-card,439.99,,,,,,Black,,,,,,,,,,,,Radeon RX 7700 XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,2599.0,,,,,,,,,,,,,,,,12.0,332.0,,,,,
